"","Protein.Group","Protein.ID","Accession","X.10lgP","Coverage....","Coverage.....Sample.1","Coverage.....Sample.2","Coverage.....Sample.3","Coverage.....Sample.4","Coverage.....Sample.5","Coverage.....Sample.6","Coverage.....Sample.7","Coverage.....Sample.8","Coverage.....Sample.9","Coverage.....Sample.10","Coverage.....Sample.11","Coverage.....Sample.12","Coverage.....Sample.13","Coverage.....Sample.14","Coverage.....Sample.15","Coverage.....Sample.16","Coverage.....Sample.17","Coverage.....Sample.18","Coverage.....Sample.19","Coverage.....Sample.20","Coverage.....Sample.21","Coverage.....Sample.22","Coverage.....Sample.23","Coverage.....Sample.24","Coverage.....Sample.25","Coverage.....Sample.26","Coverage.....Sample.27","Coverage.....Sample.28","Coverage.....Sample.29","Coverage.....Sample.30","Coverage.....Sample.31","Coverage.....Sample.32","Coverage.....Sample.33","BT_1","BT_2","BT_3","BT_4","BT_5","BT_6","BT_7","BT_8","BT_9","BT_10","BT_11","BT_12","BT_13","BT_14","CJK_1","CJK_2","CJK_3","CJK_4","CJK_5","CJK_6","CJK_7","CJK_8","CJK_9","CJK_10","CJK_11","CJK_12","CJK_13","CJK_14","CJK_16","CJK_17","CJK_18","CJK_19","CJK_20","X.Peptides","X.Unique","X.Spec.Sample.1","X.Spec.Sample.2","X.Spec.Sample.3","X.Spec.Sample.4","X.Spec.Sample.5","X.Spec.Sample.6","X.Spec.Sample.7","X.Spec.Sample.8","X.Spec.Sample.9","X.Spec.Sample.10","X.Spec.Sample.11","X.Spec.Sample.12","X.Spec.Sample.13","X.Spec.Sample.14","X.Spec.Sample.15","X.Spec.Sample.16","X.Spec.Sample.17","X.Spec.Sample.18","X.Spec.Sample.19","X.Spec.Sample.20","X.Spec.Sample.21","X.Spec.Sample.22","X.Spec.Sample.23","X.Spec.Sample.24","X.Spec.Sample.25","X.Spec.Sample.26","X.Spec.Sample.27","X.Spec.Sample.28","X.Spec.Sample.29","X.Spec.Sample.30","X.Spec.Sample.31","X.Spec.Sample.32","X.Spec.Sample.33","PTM","Avg..Mass","Description...",Gene_id
"1",10,181,"Q09666|AHNK_HUMAN",585.27,73,56,52,56,50,55,56,56,54,52,48,52,50,58,53,43,24,49,41,48,36,51,36,49,43,51,37,36,40,32,42,42,32,45,3208900000,2374900000,2880800000,1909900000,3236700000,3255400000,3441100000,2.948e+09,2548700000,1770600000,2411100000,2.038e+09,3105200000,2409800000,2296400000,201810000,5520600000,1276900000,3526700000,1.872e+09,5389500000,1.107e+09,5.859e+09,3463400000,7258500000,1182700000,2700500000,2351600000,1754100000,1.479e+09,1692100000,595420000,1666300000,475,475,628,506,478,405,590,506,572,538,488,399,432,459,606,522,333,161,455,301,444,297,503,329,489,418,516,272,370,266,226,330,302,231,334,"Carboxymethyl; Deamidation (NQ); Acetylation (Protein N-term); Oxidation (M)",629114,"Neuroblast differentiation-associated protein AHNAK OS=Homo sapiens OX=9606 GN=AHNAK PE=1 SV=2",AHNAK
"2067",1395,2396,"P62899|RL31_HUMAN",119.62,38,14,14,25,14,14,25,14,14,14,7,14,14,25,7,14,25,18,18,14,25,14,14,14,18,32,25,0,24,18,25,25,25,0,8441700,5531100,12048000,9968000,11352000,12698000,10762000,10845000,8499700,2985500,10807000,5103200,9335400,6130700,6942200,27034000,17377000,64565000,12613000,97842000,19074000,2600800,29829000,63868000,26731000,33744000,NA,113160000,88167000,43926000,76486000,30180000,NA,5,5,4,2,3,2,3,4,2,3,2,1,2,2,3,1,2,4,2,3,3,5,3,2,3,3,4,5,0,4,2,5,3,6,0,"Deamidation (NQ)",14463,"60S ribosomal protein L31 OS=Homo sapiens OX=9606 GN=RPL31 PE=1 SV=1;;;",H3C3
"2068",1194,2581,"P62888|RL30_HUMAN",119.6,58,24,10,21,37,10,21,21,10,10,10,21,21,21,21,21,20,10,21,10,10,10,28,28,10,21,21,10,21,20,28,21,28,37,8373000,4739900,12654000,9499700,8835000,10071000,14084000,8443900,9300700,691460,9653000,5507600,13157000,6391500,24096000,1559700,5660500,8776900,1724200,1641800,5309000,14637000,19171000,8516900,21687000,18954000,4654300,29546000,11402000,8631300,23058000,11363000,24063000,6,6,4,2,4,5,5,5,5,2,4,1,5,5,3,3,4,2,2,5,1,3,3,10,7,5,4,8,2,7,2,5,6,8,10,"Carboxymethyl; Deamidation (NQ)",12784,"60S ribosomal protein L30 OS=Homo sapiens OX=9606 GN=RPL30 PE=1 SV=2;;",MACROH2A2
"2069",1893,1529,"P98194|AT2C1_HUMAN",119.38,13,3,1,5,0,0,2,1,0,3,0,1,1,1,0,1,1,5,1,1,4,3,0,3,0,3,1,1,3,2,3,1,1,2,441130,135560,1049900,NA,NA,633420,0,NA,1016500,NA,303570,288470,0,NA,821300,214880,3192500,701940,0,764140,1788700,NA,8450400,NA,4246300,701300,1815400,2477700,6182200,861190,772550,1352800,3192300,8,8,2,1,3,0,0,1,1,0,2,0,1,1,1,0,1,1,3,2,1,2,4,0,3,0,2,1,2,2,2,2,1,2,2,"Carboxymethyl; Deamidation (NQ); Oxidation (M)",100577,"Calcium-transporting ATPase type 2C member 1 OS=Homo sapiens OX=9606 GN=ATP2C1 PE=1 SV=3;",PPID
"2070",2339,1954,"Q9Y5Y2|NUBP2_HUMAN",119.32,36,20,0,20,0,20,10,0,10,6,0,20,0,10,0,3,0,3,0,0,11,3,0,9,0,3,11,0,10,0,3,3,0,4,1877000,NA,752920,NA,838740,531210,NA,827300,81530,NA,983570,NA,382290,NA,3648500,NA,7543200,NA,NA,5953500,2625700,NA,2741700,NA,3361400,2974900,NA,0,NA,1209600,2345000,NA,191320,6,6,2,0,3,0,2,1,0,1,1,0,3,0,1,0,1,0,1,0,0,3,1,0,2,0,1,3,0,1,0,1,1,0,1,"Carboxymethyl; Deamidation (NQ)",28825,"Cytosolic Fe-S cluster assembly factor NUBP2 OS=Homo sapiens OX=9606 GN=NUBP2 PE=1 SV=1;;",PRPF31
"2071",1582,2514,"Q9C005|DPY30_HUMAN",119.3,83,36,16,66,36,36,36,20,36,20,36,20,20,36,66,29,0,36,16,20,25,20,9,44,36,0,29,36,36,36,36,36,20,20,3145200,375460,6046400,2354400,6612600,2984100,1381300,3135900,1904400,2761000,2046600,2445000,2695500,4748200,1745400,NA,50094000,1400800,1787000,2197100,1732600,116920,10599000,10934000,NA,5144400,10275000,56723000,19288000,5485000,13968000,3094300,5017700,5,5,3,1,4,3,4,3,1,2,2,2,1,2,3,3,2,0,3,1,1,2,1,1,3,3,0,3,2,4,4,2,4,1,1,"Deamidation (NQ); Acetylation (Protein N-term)",11250,"Protein dpy-30 homolog OS=Homo sapiens OX=9606 GN=DPY30 PE=1 SV=1;;",RHEB
"2072",2497,1829,"O75521|ECI2_HUMAN",119.23,20,0,3,10,0,3,0,6,0,0,0,3,3,6,0,3,3,3,0,0,3,0,0,0,3,0,3,2,4,2,2,3,0,5,NA,353480,3597800,NA,273750,NA,988030,NA,NA,NA,1645100,294720,1252900,NA,1533200,308150,1658600,NA,NA,4884200,NA,NA,NA,0,NA,367490,2746200,699960,1718500,1009900,810240,NA,1885800,6,6,0,1,4,0,1,0,2,0,0,0,1,1,2,0,1,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,2,"Carboxymethyl; Acetylation (Protein N-term); Oxidation (M)",43585,"Enoyl-CoA delta isomerase 2 OS=Homo sapiens OX=9606 GN=ECI2 PE=1 SV=4;",GRAMD2B
"2073",1788,2219,"Q9UBC5|MYO1A_HUMAN",119.19,21,2,1,0,1,0,3,2,1,2,1,2,2,3,1,2,2,2,2,2,2,2,1,5,3,2,0,0,4,2,2,4,2,2,70788,NA,NA,NA,NA,285280,NA,NA,NA,6303400,2340700,72724,10458000,NA,NA,NA,6458700,NA,8271500,NA,9419300,NA,7047900,2015300,NA,NA,NA,135030,NA,NA,0,NA,NA,14,11,2,1,0,1,0,2,2,2,2,1,1,2,2,1,2,1,5,1,4,1,5,1,2,4,2,0,0,4,2,3,3,1,2,"Carboxymethyl; Deamidation (NQ)",118401,"Unconventional myosin-Ia OS=Homo sapiens OX=9606 GN=MYO1A PE=1 SV=1;;",INTS3
"2074",1729,3385,"P20645|MPRD_HUMAN",119.12,23,5,5,19,5,12,5,5,12,12,12,5,12,5,12,6,6,10,6,6,6,6,0,6,0,6,6,0,0,0,6,12,0,6,694250,192810,8494000,523560,2250500,620170,2372700,2479400,3392400,2075900,2807400,1901000,691420,1061400,3504400,775200,4196000,1540600,2597000,2203600,1086300,NA,449350,NA,5748700,775900,NA,NA,NA,1524100,2713300,NA,3416800,4,4,1,1,3,1,2,1,2,2,3,2,2,3,1,2,2,1,2,1,2,1,2,0,2,0,1,1,0,0,0,2,2,0,2,"Deamidation (NQ)",30993,"Cation-dependent mannose-6-phosphate receptor OS=Homo sapiens OX=9606 GN=M6PR PE=1 SV=1;;;",nan
"2075",2576,2032,"Q9H0A0|NAT10_HUMAN",119.12,28,3,0,9,1,3,0,3,0,3,0,1,0,0,2,1,0,1,0,0,0,3,3,2,3,2,1,0,5,0,0,2,1,1,1217000,NA,1187000,0,662360,NA,0,NA,564550,NA,588790,NA,NA,518530,0,NA,17800000,NA,NA,NA,17379000,61149,4333400,0,3789700,301070,NA,7105500,NA,NA,1402600,0,540690,19,19,2,0,5,1,2,0,1,0,2,0,1,0,0,2,1,0,2,0,0,0,3,1,2,1,3,1,0,3,0,0,2,1,1,"Carboxymethyl; Deamidation (NQ); Oxidation (M)",115730,"RNA cytidine acetyltransferase OS=Homo sapiens OX=9606 GN=NAT10 PE=1 SV=2;",LTBP2
"2076",2209,2691,"Q93062|RBPMS_HUMAN",119.11,23,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7,0,7,0,7,11,7,0,7,23,0,0,0,23,18,0,18,0,18,NA,NA,NA,570610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2046000,NA,1674200,NA,2050800,1600400,1920100,NA,2540800,34521000,NA,NA,NA,21382000,4288000,NA,8111000,NA,2461400,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,1,1,0,1,5,0,0,0,3,2,0,4,0,2,"",21802,"RNA-binding protein with multiple splicing OS=Homo sapiens OX=9606 GN=RBPMS PE=1 SV=1;;;",HDAC2
"2077",1104,1538,"P62280|RS11_HUMAN",119.1,51,28,32,32,32,37,39,25,32,32,32,32,32,28,28,26,15,22,26,16,15,22,17,27,23,22,11,16,17,22,26,21,31,21,18450000,18340000,21345000,20944000,27528000,20051000,18715000,16407000,14810000,13579000,24754000,12367000,15629000,16255000,25024000,6430000,60012000,19118000,37822000,32948000,54285000,9941200,91100000,46162000,80487000,9550300,37850000,28267000,51923000,23165000,29484000,8079100,29122000,11,11,10,7,7,7,10,9,8,9,7,6,8,8,6,6,6,4,7,7,6,4,8,6,9,9,7,3,7,6,8,7,5,7,5,"Carboxymethyl; Acetylation (Protein N-term)",18431,"40S ribosomal protein S11 OS=Homo sapiens OX=9606 GN=RPS11 PE=1 SV=3;;",LAMTOR5
"2078",1537,2211,"P50452|SPB8_HUMAN",119.06,13,3,3,6,3,6,3,3,3,6,3,3,3,3,3,3,3,3,3,3,3,6,6,3,3,3,3,3,13,3,5,5,6,8,NA,NA,566270,NA,44048,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,673760,149750,NA,NA,NA,NA,NA,1308800,NA,NA,NA,0,2401800,4,2,1,1,2,1,2,1,1,1,2,1,1,1,1,1,2,3,2,2,1,2,3,4,2,2,2,2,1,4,2,3,5,4,6,"Deamidation (NQ)",42767,"Serpin B8 OS=Homo sapiens OX=9606 GN=SERPINB8 PE=1 SV=2;;;",SNTB2
"2079",1848,1858,"Q9NYF8|BCLF1_HUMAN",118.95,13,0,0,1,3,4,2,0,0,2,0,0,0,0,0,2,2,2,2,1,2,2,0,4,2,3,2,2,2,7,2,4,2,2,NA,NA,803710,0,4966500,940890,NA,NA,530540,NA,NA,NA,NA,NA,396210,823320,27545000,3051600,792390,14007000,0,NA,15626000,5600800,6721300,3296800,251860,6332900,10416000,6381500,8033500,5638300,2579900,11,11,0,0,1,2,3,1,0,0,1,0,0,0,0,0,1,1,5,1,1,3,2,0,4,2,2,1,2,2,6,2,4,5,1,"Deamidation (NQ)",106122,"Bcl-2-associated transcription factor 1 OS=Homo sapiens OX=9606 GN=BCLAF1 PE=1 SV=2;;;",ARPC1A
"2080",2873,2230,"Q9UPN7|PP6R1_HUMAN",118.87,14,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,NA,NA,1763400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,120420,NA,NA,NA,NA,NA,925800,NA,NA,NA,NA,4,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,"Carboxymethyl; Deamidation (NQ)",96724,"Serine/threonine-protein phosphatase 6 regulatory subunit 1 OS=Homo sapiens OX=9606 GN=PPP6R1 PE=1 SV=5;;",ABCF2
"2081",2111,1870,"Q9UBE0|SAE1_HUMAN",118.52,25,0,0,11,0,0,4,6,0,0,0,4,0,4,0,3,10,7,0,0,3,0,3,10,4,11,7,7,16,10,3,0,3,8,NA,NA,251160,NA,NA,1019500,236800,NA,NA,NA,0,NA,0,NA,4170400,1043800,5226000,NA,NA,2819500,NA,0,241960,1284300,8003800,2834400,1518000,5125900,922130,0,NA,845790,1405600,7,7,0,0,2,0,0,1,1,0,0,0,1,0,1,0,1,2,2,0,0,1,0,1,2,1,3,2,5,6,3,1,0,1,3,"Deamidation (NQ)",38450,"SUMO-activating enzyme subunit 1 OS=Homo sapiens OX=9606 GN=SAE1 PE=1 SV=1;;;",ABCF2-H2BE1
"2082",2555,1831,"Q9NUJ3|T11L1_HUMAN",118.5,31,6,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,4,6,0,0,0,0,0,3,0,0,0,11,0,6,8,1,6,1845100,NA,NA,NA,0,NA,NA,NA,358790,NA,NA,NA,NA,NA,NA,NA,430200,1997800,NA,NA,NA,NA,NA,0,NA,NA,NA,5999800,NA,184100,6158400,0,391690,9,9,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,4,0,2,2,1,2,"Carboxymethyl; Deamidation (NQ); Oxidation (M)",57035,"T-complex protein 11-like protein 1 OS=Homo sapiens OX=9606 GN=TCP11L1 PE=1 SV=1;",AGFG1
"2083",1270,2459,"Q9UHV9|PFD2_HUMAN",118.34,33,17,8,17,17,17,17,17,17,17,18,17,17,17,17,17,17,17,8,27,8,27,8,18,5,27,17,17,17,9,17,8,17,17,7979600,4011200,15833000,8563800,10324000,9913400,9126100,7074800,8883900,9203200,10728000,5235300,7574300,6503400,41548000,876030,44471000,6998000,34513000,4789100,46330000,7288800,34276000,275430,64485000,11712000,19317000,16767000,4377400,15671000,12097000,10120000,11995000,5,5,2,2,4,3,4,3,3,4,3,4,3,3,3,3,5,2,3,2,7,1,4,3,4,1,3,2,3,3,1,5,2,4,3,"Deamidation (NQ); Acetylation (Protein N-term)",16648,"Prefoldin subunit 2 OS=Homo sapiens OX=9606 GN=PFDN2 PE=1 SV=1;;",CPPED1
"2084",1394,1952,"Q8N129|CNPY4_HUMAN",118.3,39,20,20,11,20,20,20,20,20,11,20,20,20,20,20,5,0,11,9,5,5,5,7,19,0,18,5,11,5,5,9,5,9,5,10272000,12754000,6589800,14508000,7979100,15114000,8583700,11777000,5724600,11244000,7222600,10778000,7252000,11582000,5379000,NA,15847000,4391600,7277800,0,11931000,7222900,19557000,NA,15938000,6150900,0,4581400,5389500,5947600,4306000,2904100,4593100,8,8,3,6,3,5,3,5,4,4,3,3,4,4,4,4,2,0,3,2,1,1,2,2,5,0,6,2,2,2,1,2,1,3,2,"Carboxymethyl; Deamidation (NQ)",28310,"Protein canopy homolog 4 OS=Homo sapiens OX=9606 GN=CNPY4 PE=1 SV=1;;",HGS
"2085",2618,2008,"P00751|CFAB_HUMAN",118.16,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,7,0,7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2056500,NA,NA,NA,25512000,7615600,NA,8487900,NA,NA,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,3,0,3,0,0,"",85533,"Complement factor B OS=Homo sapiens OX=9606 GN=CFB PE=1 SV=2;;;",KLC4
"2086",2613,1758,"Q9H694|BICC1_HUMAN",118.12,13,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,2,0,0,7,2,1,1,0,0,172580,NA,NA,NA,234840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,632400,NA,5243600,NA,NA,4397700,0,315030,0,NA,NA,7,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,6,1,1,1,0,0,"Deamidation (NQ)",104844,"Protein bicaudal C homolog 1 OS=Homo sapiens OX=9606 GN=BICC1 PE=1 SV=2;;;",YARS2
"2087",2184,1804,"Q7Z3U7|MON2_HUMAN",118.05,9,0,1,0,0,0,0,0,1,2,0,0,1,0,0,2,1,3,1,1,3,1,1,1,1,1,3,2,2,3,1,3,1,1,NA,4098400,NA,NA,NA,NA,NA,1528600,9893800,NA,NA,1027900,NA,NA,6589400,1468300,7945900,2032400,216020,7409300,2190200,514630,1077000,2336700,1518900,4273000,1837000,15774000,5112400,1174900,4445000,2183400,1348800,12,12,0,1,0,0,0,0,0,1,3,0,0,1,0,0,4,2,5,1,1,5,2,1,2,1,1,5,4,4,4,2,7,3,2,"Carboxymethyl; Deamidation (NQ); Oxidation (M)",190357,"Protein MON2 homolog OS=Homo sapiens OX=9606 GN=MON2 PE=1 SV=3;",EIF4E
"2088",2012,1937,"P28072|PSB6_HUMAN",117.97,34,4,0,21,0,21,0,9,0,0,0,0,0,16,5,5,0,4,16,0,25,0,5,29,25,5,25,21,16,25,5,9,9,5,1546900,NA,4721600,NA,7314500,NA,6050600,NA,NA,NA,NA,NA,0,1513600,478780,NA,7123100,5656900,NA,36761000,NA,1385400,30938000,32234000,5401200,9054800,17755000,10107000,28340000,2360200,6440800,4210900,1411600,5,5,1,0,3,0,2,0,3,0,0,0,0,0,1,1,1,0,1,1,0,7,0,1,5,5,1,3,3,2,4,1,2,2,1,"Deamidation (NQ)",25358,"Proteasome subunit beta type-6 OS=Homo sapiens OX=9606 GN=PSMB6 PE=1 SV=4;;;",C11orf68
"2089",1662,1938,"Q9C0E8|LNP_HUMAN",117.95,26,13,11,3,11,0,7,16,18,16,14,13,5,11,8,3,3,3,10,3,6,3,3,3,3,0,3,3,6,6,3,10,3,10,3035700,10757000,4316200,11037000,NA,0,11966000,8932500,7638000,8043100,3286400,84494,8330200,2827200,9601000,649250,8542300,4784300,7095700,7528100,10722000,2581400,7889500,0,NA,4168600,1304700,9176700,3206800,5359700,15451000,3156100,9823000,5,5,2,3,1,3,0,2,4,3,3,4,2,1,3,2,2,1,2,4,2,2,3,2,2,1,0,4,1,3,2,2,4,2,3,"Carboxymethyl; Deamidation (NQ)",47740,"Endoplasmic reticulum junction formation protein lunapark OS=Homo sapiens OX=9606 GN=LNPK PE=1 SV=2;;",FTO
"2090",1908,2171,"O95292|VAPB_HUMAN",117.88,24,13,7,7,19,13,19,11,7,12,7,19,7,5,5,11,0,11,3,0,6,11,0,11,6,11,6,9,5,12,11,12,9,0,3318600,4751700,5888100,10586000,4373300,8715600,6777100,4292300,776470,5356600,12106000,3695600,1743000,NA,1228100,NA,11617000,91833,NA,1870000,9988900,NA,18087000,933190,31489000,1081100,4840000,2407000,11367000,3437200,5378300,2452300,NA,7,6,2,1,4,5,2,4,3,2,2,1,5,1,1,1,2,0,3,1,0,1,3,0,3,1,4,1,4,2,3,3,2,3,0,"Deamidation (NQ); Acetylation (Protein N-term)",27228,"Vesicle-associated membrane protein-associated protein B/C OS=Homo sapiens OX=9606 GN=VAPB PE=1 SV=3;;",SLC25A20
"2091",2698,2667,"P53985|MOT1_HUMAN",117.88,12,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,0,4,0,7,0,4,4,0,4,0,0,2,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1528500,0,3564200,NA,4521300,NA,14765000,NA,1066600,1242300,NA,479590,NA,NA,253170,5,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,2,0,6,0,1,1,0,1,0,0,1,"Carboxymethyl; Deamidation (NQ)",53944,"Monocarboxylate transporter 1 OS=Homo sapiens OX=9606 GN=SLC16A1 PE=1 SV=3;;",LHPP
"2092",2608,2264,"O14874|BCKD_HUMAN",117.86,25,7,0,7,7,0,7,0,0,7,7,0,0,0,5,0,0,0,0,0,7,0,0,2,7,0,0,0,5,7,0,15,4,0,473890,NA,234360,755060,NA,389310,NA,NA,262300,110970,NA,NA,NA,364220,NA,NA,NA,NA,NA,0,NA,NA,264100,839850,NA,NA,NA,1470700,1562700,NA,2460500,162860,NA,5,5,1,0,2,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,3,1,0,"Deamidation (NQ)",46360,"[3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase  mitochondrial OS=Homo sapiens OX=9606 GN=BCKDK PE=1 SV=2;;;",PRKCB
"2093",1906,1684,"Q8N7R7|CCYL1_HUMAN",117.83,23,9,5,9,7,9,5,5,3,14,3,9,2,5,0,9,5,10,10,2,5,2,0,5,7,5,10,14,2,8,2,3,0,0,8071600,1141100,8498100,3682400,8239700,2976100,1531400,2467400,1417300,0,3736900,290920,1214900,NA,7034400,235800,11738000,2427900,4407700,2924900,0,NA,5209300,0,13753000,3073200,5902600,1838800,940070,1569200,NA,NA,NA,7,6,4,2,4,2,5,4,2,1,4,1,3,2,1,0,3,2,4,4,1,4,1,0,3,2,2,4,6,1,2,1,1,0,0,"Carboxymethyl; Deamidation (NQ)",40705,"Cyclin-Y-like protein 1 OS=Homo sapiens OX=9606 GN=CCNYL1 PE=1 SV=2;;",FADD
"2094",1816,3607,"O14662|STX16_HUMAN",117.8,29,10,6,6,6,6,6,2,6,6,6,6,6,6,6,8,6,6,6,0,6,0,0,0,9,0,10,13,11,6,6,11,6,0,1562900,1266300,3682900,1011500,1787100,1701000,3415300,1697500,767560,1895000,985200,581920,1132800,2184100,658700,2810300,9331400,0,NA,3891800,NA,NA,NA,4464800,NA,715930,192970,23258000,12719000,1708700,7054700,345600,NA,9,9,2,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,2,2,0,2,0,0,0,3,0,1,2,4,2,1,3,1,0,"Carboxymethyl; Deamidation (NQ); Acetylation (Protein N-term)",37031,"Syntaxin-16 OS=Homo sapiens OX=9606 GN=STX16 PE=1 SV=3;",LUC7L3
"2095",1841,3176,"Q8WVY7|UBCP1_HUMAN",117.71,36,7,0,4,19,7,4,4,4,4,4,19,4,11,4,9,4,9,4,4,9,4,0,0,4,0,4,4,8,4,4,4,4,4,1863400,NA,2282800,952680,1937200,1563600,1601900,1022100,1265500,941680,2674100,636550,875750,654230,3126200,534520,5410400,1842700,1780300,5468600,893460,NA,NA,2134000,NA,1045400,400070,12885000,1488500,918680,1926100,502160,721420,7,7,2,0,2,2,2,1,2,1,1,1,3,1,2,1,2,1,3,1,1,3,1,0,0,1,0,1,1,2,1,1,1,1,2,"Deamidation (NQ); Acetylation (Protein N-term)",36805,"Ubiquitin-like domain-containing CTD phosphatase 1 OS=Homo sapiens OX=9606 GN=UBLCP1 PE=1 SV=2;;",FAHD2A
"2096",1722,2727,"Q99598|TSNAX_HUMAN",117.66,24,7,7,7,7,7,14,7,7,14,7,14,0,7,7,0,0,7,0,7,13,7,0,17,13,10,10,13,10,7,7,10,7,3,1674700,539400,3448100,1043900,2200600,2588300,2145100,401250,2904000,1036300,3594100,NA,354960,610560,NA,NA,1416200,NA,578930,3615400,0,NA,6562100,3350000,9307500,482490,900860,1989300,4644700,222970,4522800,614740,1138700,4,4,2,1,2,2,2,3,2,1,3,3,3,0,1,2,0,0,2,0,1,3,1,0,3,4,3,2,3,2,1,1,2,1,1,"Deamidation (NQ)",33112,"Translin-associated protein X OS=Homo sapiens OX=9606 GN=TSNAX PE=1 SV=1;;;",H3C13
"2097",2307,2135,"P03905|NU4M_HUMAN",117.63,21,0,0,0,0,0,0,0,0,0,0,4,4,0,0,2,0,3,12,0,17,0,2,5,3,0,5,9,9,3,0,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,804970,NA,1587700,2457700,NA,9746100,NA,0,669120,1617400,NA,27298,656470,15966000,2682300,NA,794120,NA,NA,7,7,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,1,4,0,7,0,1,2,1,0,2,2,2,1,0,2,0,0,"Deamidation (NQ); Acetylation (Protein N-term); Oxidation (M)",51581,"NADH-ubiquinone oxidoreductase chain 4 OS=Homo sapiens OX=9606 GN=MT-ND4 PE=1 SV=1;",H3C14
"2098",933,1978,"P51153|RAB13_HUMAN",117.55,36,12,18,18,12,12,12,12,12,12,12,12,12,18,12,12,5,12,5,5,12,12,16,12,12,12,18,12,12,27,12,20,12,11,1979400,2555700,2444700,2861000,3117500,5992200,2121800,2246500,2076500,3109000,1848500,1894800,1940700,2386400,338180,NA,2469000,NA,NA,969760,2229300,742030,4161500,2481700,2768400,1157100,1436500,2098400,5430900,1520100,2833600,963240,758070,7,5,4,5,5,5,4,6,4,4,4,4,3,4,5,5,5,5,7,5,4,10,6,10,8,8,11,7,7,6,6,6,7,7,5,"Deamidation (NQ)",22774,"Ras-related protein Rab-13 OS=Homo sapiens OX=9606 GN=RAB13 PE=1 SV=1;;;",H3C15
"2099",2008,2328,"P0DN76|U2AF5_HUMAN",117.44,27,8,8,13,8,8,8,8,8,8,0,13,8,8,8,6,0,6,9,5,0,6,0,6,5,16,6,6,9,9,9,16,5,13,748500,206210,2474200,1609200,1265500,1530200,449530,1590500,1331300,NA,1167100,969850,743970,1096400,3471400,NA,2956700,1550500,788770,NA,577830,NA,3999200,0,8796800,362540,1270400,5723200,3414300,1128600,3618700,0,2200500,5,5,1,1,2,1,1,2,1,1,3,0,2,1,1,1,2,0,1,3,1,0,2,0,2,1,4,1,1,2,5,3,4,1,2,"Carboxymethyl; Deamidation (NQ); Acetylation (Protein N-term)",27872,"Splicing factor U2AF 35 kDa subunit-like protein OS=Homo sapiens OX=9606 GN=U2AF1L5 PE=1 SV=1;",UFM1
"2100",2008,2329,"Q01081|U2AF1_HUMAN",117.44,27,8,8,13,8,8,8,8,8,8,0,13,8,8,8,6,0,6,9,5,0,6,0,6,5,16,6,6,9,9,9,16,5,13,748500,206210,2474200,1609200,1265500,1530200,449530,1590500,1331300,NA,1167100,969850,743970,1096400,3471400,NA,2956700,1550500,788770,NA,577830,NA,3999200,0,8796800,362540,1270400,5723200,3414300,1128600,3618700,0,2200500,5,5,1,1,2,1,1,2,1,1,3,0,2,1,1,1,2,0,1,3,1,0,2,0,2,1,4,1,1,2,5,3,4,1,2,"Carboxymethyl; Deamidation (NQ); Acetylation (Protein N-term)",27872,"Splicing factor U2AF 35 kDa subunit OS=Homo sapiens OX=9606 GN=U2AF1 PE=1 SV=3;",PRMT5
